user_id,text,timestamp,likes,replies
@VichooVfx,"Me gusta la honestidad genuina de Harold. pero siento que se preocupa de puras weas innecesarias o que no vienen al tema. ósea sí quieres combatir delincuencia, que es eso de colocarle juegos a los pelagatos de 17-18 años que andan robando, vendiendo droga. osea dale po, vamo a invitar a un narco a jugar basket a ver si está dispuesto a cambiar su vida. el problema es mucho más magno y denso y no se resuelve así atacando desde diferentes capas. vas a la raíz y la vdd es que los poderosos son los que generan gente que decide irse en contra para poder tener una vida de lujos igual como ellos tienen.",2025-11-12T18:55:53Z,6,0
@VichooVfx,Las mismas preguntas de siempre. los periodistas coludidos y vendidos por las cadenas de TV con tendencias politicas. Queman el mismo tema y ejes de contingencia en vez de hacer preguntas más polémicas y personales a los perfiles de cada candidato. pero sabemos que como ellos también temen perder la vida o su trabajo. prefieren seguir con el show,2025-11-12T18:50:58Z,0,0
@Carlospkx,"Inteligencia , reincercion , y blabla la.......pero el se fue a las manos de una .....un hombre consecuente mainetaison",2025-11-12T18:34:13Z,0,1
@lucassant2907,Kayser presidente!!,2025-11-12T17:53:41Z,0,0
@caviardelauc,Objetivamente parisi la mejor opción,2025-11-12T16:04:08Z,2,0
@nihiliduccion9058,"KAISER cuando habla actua de manera diferente, es muy pauteado",2025-11-12T15:25:50Z,0,0
@MarcoBE91,Wow el cierre de Kayser 🔥,2025-11-12T15:12:06Z,0,0
@AlejandroGonzalez-yo8nk,Artes hablando del golpe? que raro....,2025-11-12T14:54:54Z,0,0
@gretakoch200,"Kast tiene sueños húmedos con el Presidente Boric 😂, obsesión,obsesión!!",2025-11-12T14:35:51Z,0,0
@rebelsquatch7107,Grande TVN,2025-11-12T14:08:36Z,0,0
@cantaria99,es mi idea o ese pisco republicano es una publicidad media maliciosa. donde esta el pájaro verde partido comunista?,2025-11-12T13:26:10Z,0,0
@juanfranciscovelasco816,"Acabo de reparar en un detalle que nadie advirtió, que “Jara” si inviertes las dos sílabas, dice RAJA!! Para eso sirve, sólo para producir caca 💩",2025-11-12T13:03:57Z,0,2
@arielinzulza2584,"Con éste debate voy por Franco, la tiene clarita...hace falta un sistema económico bueno para chile, y el único puede ser, es franco Parisi.",2025-11-12T13:02:16Z,2,0
@felipenicolassalinasvalenz4680,Era idea mía o le soplaron todo a la jara?? Primero le mandaron mensajes al reloj y lo anoto y después le hablaron por el audífono...,2025-11-12T13:01:15Z,0,0
@paulabarrera2356,Solo uno respondió directamente a la pregunta.,2025-11-12T12:46:14Z,0,0
@juanfranciscovelasco816,"Me encanta ese casi 10.0 a la derecha de Kaiser 4K, si a mi me preguntaran, diría que soy 10 elevado a 2",2025-11-12T12:45:43Z,2,0
@juanfranciscovelasco816,JOHANNES KAISER ES LA ULTIMA OPORTUNIDAD DE SALVAR CHILE DEL DESASTRE Y TERMINAR CON ESTA LEVA! GO GO Kaiser!!,2025-11-12T12:43:26Z,1,0
@DeviYo-Observo,"Jara muy popular la misma postura de Boric a la gente le vamos a dar todo, kast evade preguntas y responde a su convenencia, kaiser y Parisi balas para todos jaja. La única que habla más de cifras, cuenta como lo va hacer siendo Neutral y sabe de lo que habla Mathei.",2025-11-12T12:31:43Z,0,0
@fernandoluna831,Kast presidente,2025-11-12T12:28:56Z,1,0
@matiasmunoz9499,2:43:00,2025-11-12T11:21:05Z,0,0
